object_id,label,layer,language names,spellings,alternate names,notes,sources,type,Language areas,Sub-regions,Jamoats,text
135,Бидизи Боло,Shughni,"{'Shughni': '?', 'Russian': 'Бидизи Боло (Bidizi Bolo)'}",,"['Верхний Бидиз (Upper Bidiz)', 'Bidiz (Бидиз)']","['belongs to the Барвоз jamoat', 'the name Бидизи Боло is a Tajik ezafe construction meaning ‘Upper Bidiz’', 'on The Pamirs’ Map 2013, this settlement is called simply Bidiz (which may indicate that this is the original ‘Bidiz’ settlement)']","['Каландаров 2004: 12', 'J-42', 'The Pamirs’ Map 2013']",point,Shokhdara variety,Хох̌дарā,Барwоз ҷамоат,"Shughni: ?
Russian: Бидизи Боло (Bidizi Bolo)
alternate names: Верхний Бидиз (Upper Bidiz), Bidiz (Бидиз)
coordinates: [37.1953355, 71.8545694]
altitude: 2794 m

idiom: Shokhdara variety
regions: Хох̌дарā

notes: belongs to the Барвоз jamoat; the name Бидизи Боло is a Tajik ezafe construction meaning ‘Upper Bidiz’; on The Pamirs’ Map 2013, this settlement is called simply Bidiz (which may indicate that this is the original ‘Bidiz’ settlement)

sources: [Каландаров 2004: 12; J-42; The Pamirs’ Map 2013]"
136,Шивоз,Shughni,"{'Shughni': '?', 'Russian': 'Шивоз (Shivoz)'}",,,['belongs to the Барвоз jamoat'],"['Каландаров 2004: 12', 'J-42', 'The Pamirs’ Map 2013']",point,Shokhdara variety,Хох̌дарā,Барwоз ҷамоат,"Shughni: ?
Russian: Шивоз (Shivoz)
coordinates: [37.1877118, 71.8641021]
altitude: 2815 m

idiom: Shokhdara variety
regions: Хох̌дарā

notes: belongs to the Барвоз jamoat

sources: [Каландаров 2004: 12; J-42; The Pamirs’ Map 2013]"
137,Оджатга,Shughni,"{'Shughni': '?', 'Russian': 'Оджатга (Odzhatga)'}",,,['belongs to the Барвоз jamoat'],"['Каландаров 2004: 12', 'J-42']",point,Shokhdara variety,Хох̌дарā,Барwоз ҷамоат,"Shughni: ?
Russian: Оджатга (Odzhatga)
coordinates: [37.1930009, 71.8919922]
altitude: 2812 m

idiom: Shokhdara variety
regions: Хох̌дарā

notes: belongs to the Барвоз jamoat

sources: [Каландаров 2004: 12; J-42]"
138,Лесхоз (?),Shughni,"{'Shughni': '?', 'Russian': 'Лесхоз (Leskhoz)'}",,,"['belongs to the Барвоз jamoat', 'this settlement only appears in the list of villages of the Барвоз jamoats in [Каландаров 2004: 12]', 'the exact location of this settlement is unknown']",['Каландаров 2004: 12'],point,Shokhdara variety,Хох̌дарā,Барwоз ҷамоат,"Shughni: ?
Russian: Лесхоз (Leskhoz)
coordinates: [37.1884647, 71.8698424]
altitude: 2799 m

idiom: Shokhdara variety
regions: Хох̌дарā

notes: belongs to the Барвоз jamoat; this settlement only appears in the list of villages of the Барвоз jamoats in [Каландаров 2004: 12]; the exact location of this settlement is unknown

sources: [Каландаров 2004: 12]"
139,Занудж,Shughni,"{'Shughni': '?', 'Russian': 'Занудж (Zanudzh)'}","['Зануч (Zanuch)', 'Занувч (Zanuvch)', 'Zanuj']",,['belongs to the Барвоз jamoat'],"['Каландаров 2004: 12', 'J-42', 'The Pamirs’ Map 2013']",point,Shokhdara variety,Хох̌дарā,Барwоз ҷамоат,"Shughni: ?
Russian: Занудж (Zanudzh)
alternate spellings: Зануч (Zanuch), Занувч (Zanuvch), Zanuj
coordinates: [37.1955211, 71.9233153]
altitude: 2887 m

idiom: Shokhdara variety
regions: Хох̌дарā

notes: belongs to the Барвоз jamoat

sources: [Каландаров 2004: 12; J-42; The Pamirs’ Map 2013]"
140,Бидедж,Shughni,"{'Shughni': '?', 'Russian': 'Бидедж (Bidedzh)'}",['Бидеч (Bidech)'],,"['belongs to the Барвоз jamoat', 'on J-42, this settlement is not mentioned, instead, on this location there are two settlements: Безгин (Bezgin) and Ширвоз (Shirvoz)']","['Каландаров 2004: 12', 'J-42', 'The Pamirs’ Map 2013']",point,Shokhdara variety,Хох̌дарā,Барwоз ҷамоат,"Shughni: ?
Russian: Бидедж (Bidedzh)
alternate spellings: Бидеч (Bidech)
coordinates: [37.1862575, 71.947209]
altitude: 2884 m

idiom: Shokhdara variety
regions: Хох̌дарā

notes: belongs to the Барвоз jamoat; on J-42, this settlement is not mentioned, instead, on this location there are two settlements: Безгин (Bezgin) and Ширвоз (Shirvoz)

sources: [Каландаров 2004: 12; J-42; The Pamirs’ Map 2013]"
141,Синдев,Shughni,"{'Shughni': '?', 'Russian': 'Синдев (Sindev)'}","['Синдив (Sindiv)', 'Синдиф (Sindif)', 'Сендив (Sendiv)', 'Сендиф (Sendif)']",,['belongs to the Барвоз jamoat'],"['Эдельман 1975: 49', 'Каландаров 2004: 12', 'J-42', 'The Pamirs’ Map 2013']",point,Shokhdara variety,Хох̌дарā,Барwоз ҷамоат,"Shughni: ?
Russian: Синдев (Sindev)
alternate spellings: Синдив (Sindiv), Синдиф (Sindif), Сендив (Sendiv), Сендиф (Sendif)
coordinates: [37.1825163, 71.9632931]
altitude: 2968 m

idiom: Shokhdara variety
regions: Хох̌дарā

notes: belongs to the Барвоз jamoat

sources: [Эдельман 1975: 49; Каландаров 2004: 12; J-42; The Pamirs’ Map 2013]"
142,Шохиризм,Shughni,"{'Shughni': 'Шохиризм (Šoxirizm)', 'Russian': 'Шохиризм (Shokhirizm)'}",,,['belongs to the Барвоз jamoat'],"['Каландаров 2004: 12', 'J-42', 'The Pamirs’ Map 2013']",point,Shokhdara variety,Хох̌дарā,Барwоз ҷамоат,"Shughni: Шохиризм (Šoxirizm)
Russian: Шохиризм (Shokhirizm)
coordinates: [37.1927844, 71.9814019]
altitude: 2904 m

idiom: Shokhdara variety
regions: Хох̌дарā

notes: belongs to the Барвоз jamoat

sources: [Каландаров 2004: 12; J-42; The Pamirs’ Map 2013]"
143,Падйод,Shughni,"{'Shughni': '?', 'Russian': 'Падйод (Padyod)'}",['Подед (Poded)'],,['belongs to the Барвоз jamoat'],"['J-42', 'The Pamirs’ Map 2013']",point,Shokhdara variety,—,Барwоз ҷамоат,"Shughni: ?
Russian: Падйод (Padyod)
alternate spellings: Подед (Poded)
coordinates: [37.2415252, 72.0029641]
altitude: 3015 m

idiom: Shokhdara variety

notes: belongs to the Барвоз jamoat

sources: [J-42; The Pamirs’ Map 2013]"
144,Чандин,Shughni,"{'Shughni': '?', 'Russian': 'Чандин (Chandin)'}",,,['belongs to the Барвоз jamoat'],"['Каландаров 2004: 12', 'J-42', 'The Pamirs’ Map 2013']",point,Shokhdara variety,—,Барwоз ҷамоат,"Shughni: ?
Russian: Чандин (Chandin)
coordinates: [37.2782602, 71.9960459]
altitude: 3104 m

idiom: Shokhdara variety

notes: belongs to the Барвоз jamoat

sources: [Каландаров 2004: 12; J-42; The Pamirs’ Map 2013]"
145,Сежд,Shughni,"{'Shughni': 'Сежд (Sežd)', 'Russian': 'Сежд (Sezhd)'}","['Сижд (Sizhd)', 'Сейдж (Seydzh)', 'Сендж (Sendzh)']",,['belongs to the Сежд jamoat'],"['Эдельман 1975: 49', 'Каландаров 2004: 12', 'J-42', 'The Pamirs’ Map 2013', 'Булбулшоев 2005b: 23']",point,Shokhdara variety,Хох̌дарā,Сежд ҷамоат,"Shughni: Сежд (Sežd)
Russian: Сежд (Sezhd)
alternate spellings: Сижд (Sizhd), Сейдж (Seydzh), Сендж (Sendzh)
coordinates: [37.209741, 72.0551433]
altitude: 2920 m

idiom: Shokhdara variety
regions: Хох̌дарā

notes: belongs to the Сежд jamoat

sources: [Эдельман 1975: 49; Каландаров 2004: 12; J-42; The Pamirs’ Map 2013; Булбулшоев 2005b: 23]"
146,Виранг (?),Shughni,"{'Shughni': '?', 'Russian': 'Виранг (Virang)'}",,,"['apparently belongs to the Сежд jamoat', 'this settlement appears only on the J-42 map; its exact location and current staatus are unknown']",['J-42'],point,Shokhdara variety,Хох̌дарā,Сежд ҷамоат,"Shughni: ?
Russian: Виранг (Virang)
coordinates: [37.2223066, 72.0726442]
altitude: 3085 m

idiom: Shokhdara variety
regions: Хох̌дарā

notes: apparently belongs to the Сежд jamoat; this settlement appears only on the J-42 map; its exact location and current staatus are unknown

sources: [J-42]"
147,Дурум (?),Shughni,"{'Shughni': '?', 'Russian': 'Дурум (Durum)'}",,,"['apparently belongs to the Сежд jamoat', 'this settlement only appears at OpenStreetMap; its exact status is unclear', 'on the J-42 map, this location is marked as «кош.», which means «кошара» (sheepfold)']",['J-42'],point,Shokhdara variety,Хох̌дарā,Сежд ҷамоат,"Shughni: ?
Russian: Дурум (Durum)
coordinates: [37.2403845, 72.07999]
altitude: 3142 m

idiom: Shokhdara variety
regions: Хох̌дарā

notes: apparently belongs to the Сежд jamoat; this settlement only appears at OpenStreetMap; its exact status is unclear; on the J-42 map, this location is marked as «кош.», which means «кошара» (sheepfold)

sources: [J-42]"
148,Табарсем,Shughni,"{'Shughni': '?', 'Russian': 'Табарсем (Tabarsem)'}",['Табарсим (Tabarsim)'],,['belongs to the Сежд jamoat'],"['Каландаров 2004: 12', 'J-42', 'The Pamirs’ Map 2013']",point,Shokhdara variety,Хох̌дарā,Сежд ҷамоат,"Shughni: ?
Russian: Табарсем (Tabarsem)
alternate spellings: Табарсим (Tabarsim)
coordinates: [37.2365985, 72.1568105]
altitude: 3164 m

idiom: Shokhdara variety
regions: Хох̌дарā

notes: belongs to the Сежд jamoat

sources: [Каландаров 2004: 12; J-42; The Pamirs’ Map 2013]"
149,Йубен,Shughni,"{'Shughni': 'Йубен (Yuben)', 'Russian': 'Юбен (Yuben)'}",['Советобод (Sovetobod)'],['Советабад (Sovetabad)'],"['he J-42 map and The Pamirs’ Map 2013, this settlement is called\xa0Советабад (Sovetabad) and Советобод (Sovetobod), respectively']","['Каландаров 2004: 12', 'J-42', 'The Pamirs’ Map 2013', 'Булбулшоев 2005a']",point,Shokhdara variety,Хох̌дарā,Сежд ҷамоат,"Shughni: Йубен (Yuben)
Russian: Юбен (Yuben)
alternate spellings: Советобод (Sovetobod)
alternate names: Советабад (Sovetabad)
coordinates: [37.2442376, 72.1934154]
altitude: 3158 m

idiom: Shokhdara variety
regions: Хох̌дарā

notes: he J-42 map and The Pamirs’ Map 2013, this settlement is called Советабад (Sovetabad) and Советобод (Sovetobod), respectively

sources: [Каландаров 2004: 12; J-42; The Pamirs’ Map 2013; Булбулшоев 2005a]"
150,Джараджанд,Shughni,"{'Shughni': '?', 'Russian': 'Джараджанд (Dzharadzhand)'}","['Ҷараҷанд (Jarajand)', 'Dzhake-Dzhan']",,['belongs to the Сежд jamoat'],"['Каландаров 2004: 12', 'J-42', 'The Pamirs’ Map 2013']",point,Shokhdara variety,Хох̌дарā,Сежд ҷамоат,"Shughni: ?
Russian: Джараджанд (Dzharadzhand)
alternate spellings: Ҷараҷанд (Jarajand), Dzhake-Dzhan
coordinates: [37.252959, 72.2101878]
altitude: 3145 m

idiom: Shokhdara variety
regions: Хох̌дарā

notes: belongs to the Сежд jamoat

sources: [Каландаров 2004: 12; J-42; The Pamirs’ Map 2013]"
151,Нимос,Shughni,"{'Shughni': '?', 'Russian': 'Нимос (Nimos)'}",,,['belongs to the Сежд jamoat'],"['Каландаров 2004: 12', 'J-42', 'The Pamirs’ Map 2013']",point,Shokhdara variety,Хох̌дарā,Сежд ҷамоат,"Shughni: ?
Russian: Нимос (Nimos)
coordinates: [37.3179204, 72.2221537]
altitude: 3199 m

idiom: Shokhdara variety
regions: Хох̌дарā

notes: belongs to the Сежд jamoat

sources: [Каландаров 2004: 12; J-42; The Pamirs’ Map 2013]"
152,Зирбут (?),Shughni,"{'Shughni': '?', 'Russian': 'Зирбут (Zirbut)'}",['Zyrbut'],['Ричез (Richez)'],"['jamoat', 'in [Каландаров 2004: 12] and on the J-42 map this settlement is called Зирбут (Zirbut); on The Pamirs’ Map 2013 this (or some other nearby) settlement is called Richez']","['Каландаров 2004: 12', 'J-42', 'The Pamirs’ Map 2013']",point,Shokhdara variety,Хох̌дарā,Сежд ҷамоат,"Shughni: ?
Russian: Зирбут (Zirbut)
alternate spellings: Zyrbut
alternate names: Ричез (Richez)
coordinates: [37.3370943, 72.244961]
altitude: 3217 m

idiom: Shokhdara variety
regions: Хох̌дарā

notes: jamoat; in [Каландаров 2004: 12] and on the J-42 map this settlement is called Зирбут (Zirbut); on The Pamirs’ Map 2013 this (or some other nearby) settlement is called Richez

sources: [Каландаров 2004: 12; J-42; The Pamirs’ Map 2013]"
153,Шошбуwāд ,Shughni,"{'Shughni': 'Шошбуwāд (Šošbuwād)', 'Russian': 'Шошбувад (Shoshbuvad)'}",['Шошбувед (Shoshbuved)'],,['belongs to the Сежд jamoat'],"['Каландаров 2004: 12', 'J-42', 'The Pamirs’ Map 2013', 'Булбулшоев 2005a']",point,Shokhdara variety,Хох̌дарā,Сежд ҷамоат,"Shughni: Шошбуwāд (Šošbuwād)
Russian: Шошбувад (Shoshbuvad)
alternate spellings: Шошбувед (Shoshbuved)
coordinates: [37.346126, 72.2746928]
altitude: 3254 m

idiom: Shokhdara variety
regions: Хох̌дарā

notes: belongs to the Сежд jamoat

sources: [Каландаров 2004: 12; J-42; The Pamirs’ Map 2013; Булбулшоев 2005a]"
154,Рубот,Shughni,"{'Shughni': '?', 'Russian': 'Рубот (Rubot)'}",,,['belongs to the Сежд jamoat'],"['Каландаров 2004: 12', 'J-42', 'The Pamirs’ Map 2013']",point,Shokhdara variety,Хох̌дарā,Сежд ҷамоат,"Shughni: ?
Russian: Рубот (Rubot)
coordinates: [37.3538761, 72.3067196]
altitude: 3278 m

idiom: Shokhdara variety
regions: Хох̌дарā

notes: belongs to the Сежд jamoat

sources: [Каландаров 2004: 12; J-42; The Pamirs’ Map 2013]"
155,Джавшангоз,Shughni,"{'Shughni': '?', 'Russian': 'Джавшангоз (Dzhavshangoz)'}",['Джаушангоз (Dzhaushangoz)'],,['belongs to the Сежд jamoat'],"['Эдельман 1975: 49', 'Каландаров 2004: 12', 'J-42', 'The Pamirs’ Map 2013']",point,Shokhdara variety,Хох̌дарā,Сежд ҷамоат,"Shughni: ?
Russian: Джавшангоз (Dzhavshangoz)
alternate spellings: Джаушангоз (Dzhaushangoz)
coordinates: [37.3580271, 72.4454926]
altitude: 3436 m

idiom: Shokhdara variety
regions: Хох̌дарā

notes: belongs to the Сежд jamoat

sources: [Эдельман 1975: 49; Каландаров 2004: 12; J-42; The Pamirs’ Map 2013]"
156,Сипонҷ,Bartangi,"{'Shughni': 'Сипу̊нҷ (Sipůnǰ)', 'Rushani': 'Сипонҷ (Siponǰ)', 'Russian': 'Сипандж (Sipandzh)'}",,,"['in 1920–1940s it was the administrative center of the Bartangi district so it was often mentioned by the name Bartang', 'in the 1970s, according to R. Dodykhudoev, consisted of approx. 200 farms (together with resettlements Раwӣвд, Wисаw, Дāх̌т)', '', 'according to Dodykhudoev, the name is a remote borrowing from Tajik, originally sipanǰ ← *spāng/ǰ «abundant pasture»)']","['Додыхудоев 1976: 143', 'Эдельман 1975: 50']",point,Bartangi language,—,—,"Shughni: Сипу̊нҷ (Sipůnǰ)
Rushani: Сипонҷ (Siponǰ)
Russian: Сипандж (Sipandzh)
coordinates: [38.0621191, 71.8725683]
altitude: 2173 m

idiom: Bartangi language

notes: in 1920–1940s it was the administrative center of the Bartangi district so it was often mentioned by the name Bartang; in the 1970s, according to R. Dodykhudoev, consisted of approx. 200 farms (together with resettlements Раwӣвд, Wисаw, Дāх̌т); ; according to Dodykhudoev, the name is a remote borrowing from Tajik, originally sipanǰ ← *spāng/ǰ «abundant pasture»)

sources: [Додыхудоев 1976: 143; Эдельман 1975: 50]"
157,Раwӣвд,Bartangi,"{'Bartangi': 'Раwӣвд (Rawīvd)', 'Russian': 'Равивд (Ravivd)'}",['Ровив (Roviv)'],,['resettlement from Сипонҷ'],"['Додыхудоев 1976: 143', 'Эдельман 1975: 50', 'J-42']",point,Bartangi language,—,—,"Bartangi: Раwӣвд (Rawīvd)
Russian: Равивд (Ravivd)
alternate spellings: Ровив (Roviv)
coordinates: [38.0639838, 71.8856559]
altitude: 2189 m

idiom: Bartangi language

notes: resettlement from Сипонҷ

sources: [Додыхудоев 1976: 143; Эдельман 1975: 50; J-42]"
158,Дāх̌т ,Bartangi,{'Bartangi': 'Дāх̌т (Dāx̌t)'},"['Дашт (Dasht)', 'Дахт (Dakht)']",,['resettlement from Сипонҷ'],['Додыхудоев 1976: 143'],point,Bartangi language,—,—,"Bartangi: Дāх̌т (Dāx̌t)
alternate spellings: Дашт (Dasht), Дахт (Dakht)
coordinates: [38.0367203, 71.8613617]
altitude: 2226 m

idiom: Bartangi language

notes: resettlement from Сипонҷ

sources: [Додыхудоев 1976: 143]"
159,Wисаw,Bartangi,{'Bartangi': 'Wисаw (Wisaw)'},"['Бисав (Bisav)', 'Усавн (Usavn)']",,['resettlement from Сипонҷ'],"['Додыхудоев 1976: 143', 'Эдельман 1975: 50', 'J-42']",point,Bartangi language,—,—,"Bartangi: Wисаw (Wisaw)
alternate spellings: Бисав (Bisav), Усавн (Usavn)
coordinates: [38.0381336, 71.8671963]
altitude: 2177 m

idiom: Bartangi language

notes: resettlement from Сипонҷ

sources: [Додыхудоев 1976: 143; Эдельман 1975: 50; J-42]"
160,Йемц,Bartangi,"{'Bartangi': 'Йемц (Yemc)', 'Russian': 'Емц (Emts)'}","['Йимц (Yimc),\xa0Имц (Imts)', 'Yemtz']",,['Oranskiy claims that this village belongs to Rushani'],"['Эдельман 1975: 50', 'Андреев 1958: 520', 'Оранский 1960: 336']",point,Lower Bartangi,—,—,"Bartangi: Йемц (Yemc)
Russian: Емц (Emts)
alternate spellings: Йимц (Yimc), Имц (Imts), Yemtz
coordinates: [38.0058803, 71.6683135]
altitude: 2036 m

idiom: Lower Bartangi

notes: Oranskiy claims that this village belongs to Rushani

sources: [Эдельман 1975: 50; Андреев 1958: 520; Оранский 1960: 336]"
161,Бағу,Bartangi,"{'Bartangi': 'Бағу (Baɣu)', 'Russian': 'Багу (Bagu)'}",['Baghu'],,['Oranskiy (1960) claims that this village belongs to Rushani'],"['Эдельман 1975: 50', 'Оранский 1960: 336']",point,Lower Bartangi,—,—,"Bartangi: Бағу (Baɣu)
Russian: Багу (Bagu)
alternate spellings: Baghu
coordinates: [37.9918796, 71.7068944]
altitude: 2050 m

idiom: Lower Bartangi

notes: Oranskiy (1960) claims that this village belongs to Rushani

sources: [Эдельман 1975: 50; Оранский 1960: 336]"
162,Падруδ,Bartangi,"{'Bartangi': 'Падруδ (Padruδ)', 'Russian': 'Падруд (Padrud)'}",['Падруз (Padruz)'],,,['Эдельман 1975: 50'],point,Lower Bartangi,—,—,"Bartangi: Падруδ (Padruδ)
Russian: Падруд (Padrud)
alternate spellings: Падруз (Padruz)
coordinates: [38.0026462, 71.7709669]
altitude: 2105 m

idiom: Lower Bartangi

sources: [Эдельман 1975: 50]"
163,Рид,Bartangi,{'Russian': 'Рид (Rid)'},"['Ридде (Ridde)', 'Riddeh']",,,"['Эдельман 1975: 50', 'Андреев 1958: 520', 'J-42']",point,Lower Bartangi,—,—,"Russian: Рид (Rid)
alternate spellings: Ридде (Ridde), Riddeh
coordinates: [37.9709372, 71.730012]
altitude: 2051 m

idiom: Lower Bartangi

sources: [Эдельман 1975: 50; Андреев 1958: 520; J-42]"
164,Джизев (?),Bartangi,"{'Bartangi': '?', 'Russian': 'Джизев (Dzhizev)'}",['Jizev'],,['this settlement is found only on The Pamirs’ Map (2013); the exact location and status is unclear'],['The Pamirs’ Map 2013'],point,—,—,—,"Bartangi: ?
Russian: Джизев (Dzhizev)
alternate spellings: Jizev
coordinates: [37.9614785, 71.7929186]
altitude: 2484 m

notes: this settlement is found only on The Pamirs’ Map (2013); the exact location and status is unclear

sources: [The Pamirs’ Map 2013]"
165,Хиҷез,Bartangi,"{'Bartangi': 'Хиҷез (Xiǰez) / Хеҷез (Xeǰez)', 'Russian': 'Хиджис (Khidzhis)'}",,,['Oranskiy (1960) claims that this village belongs to Rushani'],"['Эдельман 1975: 50', 'Оранский 1960: 336']",point,Bartangi language,—,—,"Bartangi: Хиҷез (Xiǰez) / Хеҷез (Xeǰez)
Russian: Хиджис (Khidzhis)
coordinates: [38.0020327, 71.8315765]
altitude: 2114 m

idiom: Bartangi language

notes: Oranskiy (1960) claims that this village belongs to Rushani

sources: [Эдельман 1975: 50; Оранский 1960: 336]"
166,Дарҷомч,Bartangi,{'Bartangi': 'Дарҷомч (Darǰomč) / Даржомч (Daržomč)'},['Даржомц (Darzhomts)'],,,"['Эдельман 1975: 50;\xa0Андреев 1958: 519', 'J-42', 'Зарубин 1930: 109']",point,Bartangi language,—,—,"Bartangi: Дарҷомч (Darǰomč) / Даржомч (Daržomč)
alternate spellings: Даржомц (Darzhomts)
coordinates: [38.1254747, 71.9408404]
altitude: 2235 m

idiom: Bartangi language

sources: [Эдельман 1975: 50; Андреев 1958: 519; J-42; Зарубин 1930: 109]"
167,Разуҷ,Bartangi,"{'Bartangi': 'Разуҷ (Razuǰ) / Резуҷ (Rezuǰ)', 'Russian': 'Разудж (Razudzh)'}",['Разуч (Razuch)'],,,"['Эдельман 1975: 50', 'Андреев 1958: 520', 'J-42']",point,Bartangi language,—,—,"Bartangi: Разуҷ (Razuǰ) / Резуҷ (Rezuǰ)
Russian: Разудж (Razudzh)
alternate spellings: Разуч (Razuch)
coordinates: [38.149934, 71.9442506]
altitude: 2261 m

idiom: Bartangi language

sources: [Эдельман 1975: 50; Андреев 1958: 520; J-42]"
168,Биҷравд,Bartangi,"{'Bartangi': 'Биҷравд (Biǰravd)', 'Russian': 'Биджравд (Bidzhravd)'}",['Биджрав (Bidzhrav)'],,,"['Эдельман 1975: 50', 'J-42']",point,Bartangi language,—,—,"Bartangi: Биҷравд (Biǰravd)
Russian: Биджравд (Bidzhravd)
alternate spellings: Биджрав (Bidzhrav)
coordinates: [38.1847911, 71.9945354]
altitude: 2623 m

idiom: Bartangi language

sources: [Эдельман 1975: 50; J-42]"
169,Аҷирх̌,Bartangi,"{'Bartangi': 'Аҷирх̌ (Aǰirx̌)', 'Russian': 'Аджирх (Adzhirkh)'}",,,,"['Эдельман 1975: 50', 'Андреев 1958: 519']",point,Bartangi language,—,—,"Bartangi: Аҷирх̌ (Aǰirx̌)
Russian: Аджирх (Adzhirkh)
coordinates: [38.1177703, 72.0424851]
altitude: 2290 m

idiom: Bartangi language

sources: [Эдельман 1975: 50; Андреев 1958: 519]"
170,Басид,Bartangi,{'Russian': 'Басид (Basid) / Басит (Basit)'},,,,"['Эдельман 1975: 50', 'Андреев 1958: 519']",point,Bartangi language,—,—,"Russian: Басид (Basid) / Басит (Basit)
coordinates: [38.1088554, 72.1629842]
altitude: 2355 m

idiom: Bartangi language

sources: [Эдельман 1975: 50; Андреев 1958: 519]"
171,Девлох (?),Bartangi,{'Russian': 'Девлох (Devlokh)'},,,['this settlement is found only on The Pamirs’ Map (2013); the exact location and status is unclear'],['The Pamirs’ Map 2013'],point,—,—,—,"Russian: Девлох (Devlokh)
coordinates: [38.0552131, 72.1688967]
altitude: 2823 m

notes: this settlement is found only on The Pamirs’ Map (2013); the exact location and status is unclear

sources: [The Pamirs’ Map 2013]"
172,Чадуд,Bartangi,{'Russian': 'Чадуд (Chadud) / Чадут (Chadut)'},,,,['Эдельман 1975: 50'],point,Bartangi language,—,—,"Russian: Чадуд (Chadud) / Чадут (Chadut)
coordinates: [38.1243646, 72.1991895]
altitude: 2389 m

idiom: Bartangi language

sources: [Эдельман 1975: 50]"
173,Раwмит,Bartangi,"{'Bartangi': 'Раwмит (Rawmit)', 'Russian': 'Равмед (Ravmed)'}",['Раумед (Raumed)'],,,"['Эдельман 1975: 50', 'Андреев 1958: 520', 'J-42']",point,Bartangi language,—,—,"Bartangi: Раwмит (Rawmit)
Russian: Равмед (Ravmed)
alternate spellings: Раумед (Raumed)
coordinates: [37.9701089, 71.9699121]
altitude: 2953 m

idiom: Bartangi language

sources: [Эдельман 1975: 50; Андреев 1958: 520; J-42]"
174,Бардара ,Bartangi,{'Russian': 'Бардара (Bardara)'},,,,['Зарубин 1930: 109'],point,Bartangi language,—,—,"Russian: Бардара (Bardara)
coordinates: [38.1122646, 72.2915184]
altitude: 2842 m

idiom: Bartangi language

sources: [Зарубин 1930: 109]"
175,Нукбист (?),Bartangi,{'Russian': 'Нукбист (Nukbist)'},,,['exact location is unclear; possibly non-existent nowadays'],"['Эдельман 1975: 50', 'Зарубин 1930: 109']",point,Bartangi language,—,—,"Russian: Нукбист (Nukbist)
coordinates: [38.2128756, 72.2676701]
altitude: 2458 m

idiom: Bartangi language

notes: exact location is unclear; possibly non-existent nowadays

sources: [Эдельман 1975: 50; Зарубин 1930: 109]"
176,Рошорв,Roshorvi,"{'Roshorvi': 'Ро́шорв (Róšorv)', 'Russian': 'Рошорв (Rošorv)', 'English': 'Roshorv'}",['Орошор (Oroshor)'],,"['in early works it was called Oroshor (Rus. «Орошор», hence «Oroshor language»,\xa0 «орошорский язык»), which is apparently a mistake', 'according to Edelman & Yusufbekov, the name «Oroshor» originates in the Kyrgyz pronunciation of «Roshorv»', 'speakers of Roshorv call themselves рашарвӣҷ (rašarvīǰ) [singular]', 'according to Kurbanov, in 1976 it had about 110 farms', 'etymology: according to Dodykhudoev, ro + šorv, where ro ← raw «hill», šorv ← *xarv, which could mean «river» (cf. other hydrotoponyms with this root in Shughnan and Wanj); Edelman is more hesitant to accept the proto-meaning «river» for šorv']","['Додыхудоев 1976', 'Эдельман 1975: 52', 'Курбанов 1976: 10', 'Эдельман, Юсуфбеков 1999: 264']",point,Roshorvi language,—,—,"Roshorvi: Ро́шорв (Róšorv)
Russian: Рошорв (Rošorv)
English: Roshorv
alternate spellings: Орошор (Oroshor)
coordinates: [38.3167161, 72.3203195]
altitude: 3039 m

idiom: Roshorvi language

notes: in early works it was called Oroshor (Rus. «Орошор», hence «Oroshor language»,  «орошорский язык»), which is apparently a mistake; according to Edelman & Yusufbekov, the name «Oroshor» originates in the Kyrgyz pronunciation of «Roshorv»; speakers of Roshorv call themselves рашарвӣҷ (rašarvīǰ) [singular]; according to Kurbanov, in 1976 it had about 110 farms; etymology: according to Dodykhudoev, ro + šorv, where ro ← raw «hill», šorv ← *xarv, which could mean «river» (cf. other hydrotoponyms with this root in Shughnan and Wanj); Edelman is more hesitant to accept the proto-meaning «river» for šorv

sources: [Додыхудоев 1976; Эдельман 1975: 52; Курбанов 1976: 10; Эдельман, Юсуфбеков 1999: 264]"
177,Θаwноб,Roshorvi,"{'Roshorvi': 'Θаwноб (Θawnob)', 'Russian': 'Савноб (Savnob)'}",,['Таш-курган (Tash-kurgan)'],['it used to be the local center of the district and the selsovet [Додыхудоев 1976: 137]'],"['Додыхудоев 1976: 137', 'Эдельман 1975: 50', 'Курбанов 1976: 9–10']",point,Roshorvi language,—,—,"Roshorvi: Θаwноб (Θawnob)
Russian: Савноб (Savnob)
alternate names: Таш-курган (Tash-kurgan)
coordinates: [38.3166243, 72.4077941]
altitude: 2671 m

idiom: Roshorvi language

notes: it used to be the local center of the district and the selsovet [Додыхудоев 1976: 137]

sources: [Додыхудоев 1976: 137; Эдельман 1975: 50; Курбанов 1976: 9–10]"
178,Йапшорв,Roshorvi,"{'Roshorvi': 'Йа́пшорв (Yápšorv)', 'Russian': 'Япшорв (Yapshorv)'}",['Явшор'],,,"['Додыхудоев 1976: 137', 'Эдельман 1975: 50']",point,Roshorvi language,—,—,"Roshorvi: Йа́пшорв (Yápšorv)
Russian: Япшорв (Yapshorv)
alternate spellings: Явшор
coordinates: [38.2941646, 72.3412639]
altitude: 2524 m

idiom: Roshorvi language

sources: [Додыхудоев 1976: 137; Эдельман 1975: 50]"
